0.0006395659,8.615775
0.001882567,8.608796
0.0385672,8.495363
0.03977359,8.505751
0.0408424,8.517269
0.0408424,8.517269
0.04181767,8.529326
0.04181767,8.529326
0.04181767,8.529326
0.04181767,8.529326
0.04181767,8.529326
0.04274817,8.541322
0.04274817,8.541322
0.04368566,8.552677
0.04368566,8.552677
0.04368566,8.552677
0.04368566,8.552677
0.04468137,8.562867
0.04468137,8.562867
0.04468137,8.562867
0.04578358,8.571436
0.04578358,8.571436
0.04578358,8.571436
0.04703593,8.578026
0.04703593,8.578026
0.04703593,8.578026
0.04703593,8.578026
0.04846898,8.582387
0.04846898,8.582387
0.04846898,8.582387
0.05010732,8.584389
0.05010732,8.584389
0.05010732,8.584389
0.05010732,8.584389
0.05010732,8.584389
0.05196691,8.584021
0.05196691,8.584021
0.05404884,8.58139
0.05404884,8.58139
0.05404884,8.58139
0.05404884,8.58139
0.0563426,8.576713
0.0563426,8.576713
0.0563426,8.576713
0.0588258,8.570296
0.0588258,8.570296
0.0588258,8.570296
0.06147337,8.562523
0.06147337,8.562523
0.06147337,8.562523
0.06424981,8.553829
0.06424981,8.553829
0.06424981,8.553829
0.06711496,8.544679
0.06711496,8.544679
0.06711496,8.544679
0.06711496,8.544679
0.0700249,8.53554
0.0700249,8.53554
0.07293774,8.526861
0.07293774,8.526861
0.07293774,8.526861
0.07293774,8.526861
0.07293774,8.526861
0.07581563,8.51905
0.07581563,8.51905
0.07862461,8.512453
0.07862461,8.512453
0.07862461,8.512453
0.07862461,8.512453
0.08133766,8.507343
0.08133766,8.507343
0.08133766,8.507343
0.08393481,8.503906
0.08393481,8.503906
0.08393481,8.503906
0.08640587,8.502237
0.08640587,8.502237
0.08640587,8.502237
0.08640587,8.502237
0.08874772,8.502337
0.08874772,8.502337
0.08874772,8.502337
0.09096747,8.504121
0.09096747,8.504121
0.09096747,8.504121
0.09096747,8.504121
0.09307919,8.50742
0.09307919,8.50742
0.09510328,8.511999
0.09510328,8.511999
0.09510328,8.511999
0.09510328,8.511999
0.09706604,8.517571
0.09706604,8.517571
0.09706604,8.517571
0.09899703,8.523812
