mass_A
t,x,y
5.269583333E1,2.159033663E-1,3.961252117E-1
5.270000000E1,2.162552930E-1,3.961279344E-1
5.270416667E1,2.162552930E-1,3.961279344E-1
5.270833333E1,2.162552930E-1,3.961279344E-1
5.271250000E1,2.162539316E-1,3.963038978E-1
5.271666667E1,2.166031356E-1,3.966585472E-1
5.272083333E1,2.166031356E-1,3.966585472E-1
5.272500000E1,2.166031356E-1,3.966585472E-1
5.272916667E1,2.167790990E-1,3.966599086E-1
5.273333333E1,2.167790990E-1,3.966599086E-1
5.273750000E1,2.167790990E-1,3.966599086E-1
5.274166667E1,2.167790990E-1,3.966599086E-1
5.274583333E1,2.167790990E-1,3.966599086E-1
5.275000000E1,2.167790990E-1,3.966599086E-1
5.275416667E1,2.167790990E-1,3.966599086E-1
5.275833333E1,2.167790990E-1,3.966599086E-1
5.276250000E1,2.167790990E-1,3.966599086E-1
5.276666667E1,2.167790990E-1,3.966599086E-1
5.277083333E1,2.167790990E-1,3.966599086E-1
5.277500000E1,2.167790990E-1,3.966599086E-1
5.277916667E1,2.167790990E-1,3.966599086E-1
5.278333333E1,2.167804604E-1,3.964839452E-1
5.278750000E1,2.167804604E-1,3.964839452E-1
5.279166667E1,2.167804604E-1,3.964839452E-1
5.279583333E1,2.167804604E-1,3.964839452E-1
5.280000000E1,2.167804604E-1,3.964839452E-1
5.280416667E1,2.167804604E-1,3.964839452E-1
5.280833333E1,2.167804604E-1,3.964839452E-1
5.281250000E1,2.167804604E-1,3.964839452E-1
5.281666667E1,2.167804604E-1,3.964839452E-1
5.282083333E1,2.167804604E-1,3.964839452E-1
5.282500000E1,2.167804604E-1,3.964839452E-1
5.282916667E1,2.167804604E-1,3.964839452E-1
5.283333333E1,2.167804604E-1,3.964839452E-1
5.283750000E1,2.167804604E-1,3.964839452E-1
5.284166667E1,2.167804604E-1,3.964839452E-1
5.284583333E1,2.167804604E-1,3.964839452E-1
5.285000000E1,2.173083505E-1,3.964880293E-1
5.285416667E1,2.173083505E-1,3.964880293E-1
5.285833333E1,2.173083505E-1,3.964880293E-1
5.286250000E1,2.173083505E-1,3.964880293E-1
5.286666667E1,2.173083505E-1,3.964880293E-1
5.287083333E1,2.173083505E-1,3.964880293E-1
5.287500000E1,2.173083505E-1,3.964880293E-1
5.287916667E1,2.173083505E-1,3.964880293E-1
5.288333333E1,2.173083505E-1,3.964880293E-1
5.288750000E1,2.173083505E-1,3.964880293E-1
5.289166667E1,2.173083505E-1,3.964880293E-1
5.289583333E1,2.173083505E-1,3.964880293E-1
5.290000000E1,2.173083505E-1,3.964880293E-1
5.290416667E1,2.173083505E-1,3.964880293E-1
5.290833333E1,2.173083505E-1,3.964880293E-1
5.291250000E1,2.181881673E-1,3.964948362E-1
5.291666667E1,2.181881673E-1,3.964948362E-1
5.292083333E1,2.181881673E-1,3.964948362E-1
5.292500000E1,2.181881673E-1,3.964948362E-1
5.292916667E1,2.181881673E-1,3.964948362E-1
5.293333333E1,2.181881673E-1,3.964948362E-1
5.293750000E1,2.181881673E-1,3.964948362E-1
5.294166667E1,2.181881673E-1,3.964948362E-1
5.294583333E1,2.181881673E-1,3.964948362E-1
5.295000000E1,2.181881673E-1,3.964948362E-1
5.295416667E1,2.181881673E-1,3.964948362E-1
5.295833333E1,2.181881673E-1,3.964948362E-1
5.296250000E1,2.169577851E-1,3.963093432E-1
5.296666667E1,2.178376019E-1,3.963161501E-1
5.297083333E1,2.178376019E-1,3.963161501E-1
5.297500000E1,2.178376019E-1,3.963161501E-1
5.297916667E1,2.178376019E-1,3.963161501E-1
5.298333333E1,2.178376019E-1,3.963161501E-1
5.298750000E1,2.178376019E-1,3.963161501E-1
5.299166667E1,2.178376019E-1,3.963161501E-1
5.299583333E1,2.178376019E-1,3.963161501E-1
5.300000000E1,2.178376019E-1,3.963161501E-1
5.300416667E1,2.178376019E-1,3.963161501E-1
5.300833333E1,2.178376019E-1,3.963161501E-1
5.301250000E1,2.178376019E-1,3.963161501E-1
5.301666667E1,2.178376019E-1,3.963161501E-1
5.302083333E1,2.178376019E-1,3.963161501E-1
5.302500000E1,2.178376019E-1,3.963161501E-1
5.302916667E1,2.178376019E-1,3.963161501E-1
5.303333333E1,2.178376019E-1,3.963161501E-1
5.303750000E1,2.178376019E-1,3.963161501E-1
5.304166667E1,2.178376019E-1,3.963161501E-1
5.304583333E1,2.178376019E-1,3.963161501E-1
